"Marché";"Marché Label";"Jour";"Jour dd/mm/yyyy";"Jour de la semaine";"Heure";"Poids CA (Global)";"Nb tickets";"Panier Moyen";"Qtés vendues"
;;;;;"19 - 20 heures";"0,74%";1;13;1
;;"13 Octobre 2016";"13/10/2016";"Total";;"100,00%";"--";"--";52
;;;;"Jeudi";"Total";"100,00%";"--";"--";52
;;;;;"10 - 11 heures";"5,25%";2;47;4
;;;;;"11 - 12 heures";"5,25%";3;31,33;3
;;;;;"12 - 13 heures";"12,78%";2;114,5;5
;;;;;"13 - 14 heures";"4,52%";3;27;6
;;;;;"14 - 15 heures";"9,60%";4;42,98;8
;;;;;"15 - 16 heures";"21,88%";3;130,67;7
;;;;;"16 - 17 heures";"6,75%";3;40,3;3
;;;;;"17 - 18 heures";"19,54%";4;87,5;7
;;;;;"18 - 19 heures";"10,97%";4;49,13;6
;;;;;"19 - 20 heures";"2,51%";1;45;1
;;;;;"20 - 21 heures";"0,95%";1;17;2
;;"14 Octobre 2016";"14/10/2016";"Total";;"100,00%";"--";"--";58
;;;;"Vendredi";"Total";"100,00%";"--";"--";58
;;;;;"9 - 10 heures";"2,44%";1;58;1
;;;;;"10 - 11 heures";"3,28%";1;78;1
;;;;;"12 - 13 heures";"0,99%";2;11,7;2
;;;;;"13 - 14 heures";"24,77%";4;147,13;13
;;;;;"14 - 15 heures";"0,72%";1;17;1
;;;;;"15 - 16 heures";"12,58%";4;74,73;9
;;;;;"16 - 17 heures";"13,25%";4;78,68;8
;;;;;"17 - 18 heures";"6,47%";1;153,8;5
;;;;;"18 - 19 heures";"14,80%";4;87,88;8
;;;;;"19 - 20 heures";"20,21%";2;240;9
;;;;;"20 - 21 heures";"0,49%";1;11,7;1
;;"15 Octobre 2016";"15/10/2016";"Total";;"100,00%";"--";"--";94
;;;;"Samedi";"Total";"100,00%";"--";"--";94
;;;;;"9 - 10 heures";"0,58%";1;21;1
;;;;;"10 - 11 heures";"3,24%";2;59;3
;;;;;"11 - 12 heures";"2,77%";2;50,45;7
;;;;;"12 - 13 heures";"6,59%";2;120,25;8
;;;;;"13 - 14 heures";"1,43%";1;52;1
;;;;;"14 - 15 heures";"1,61%";1;58,9;2
;;;;;"15 - 16 heures";"8,40%";6;51,08;11
;;;;;"16 - 17 heures";"17,50%";11;58,04;18
;;;;;"17 - 18 heures";"24,95%";9;101,11;17
;;;;;"18 - 19 heures";"16,39%";7;85,41;11
;;;;;"19 - 20 heures";"16,55%";4;150,88;15
;;"17 Octobre 2016";"17/10/2016";"Total";;"100,00%";"--";"--";35
;;;;"Lundi";"Total";"100,00%";"--";"--";35
;;;;;"11 - 12 heures";"4,62%";2;33,4;4
;;;;;"12 - 13 heures";"6,63%";3;31,97;4
;;;;;"13 - 14 heures";"17,25%";3;83,17;6
;;;;;"14 - 15 heures";"5,39%";1;78;1
;;;;;"15 - 16 heures";"16,14%";4;58,38;6
;;;;;"16 - 17 heures";"20,59%";5;59,58;7
;;;;;"18 - 19 heures";"14,17%";2;102,5;4
;;;;;"19 - 20 heures";"15,21%";2;110;3
;;"18 Octobre 2016";"18/10/2016";"Total";;"100,00%";"--";"--";48
;;;;"Mardi";"Total";"100,00%";"--";"--";48
;;;;;"10 - 11 heures";"2,21%";2;20,5;3
;;;;;"11 - 12 heures";"24,38%";3;151;9
;;;;;"12 - 13 heures";"11,25%";3;69,67;9
;;;;;"13 - 14 heures";"11,27%";4;52,35;6
;;;;;"14 - 15 heures";"1,23%";1;22,9;2
;;;;;"15 - 16 heures";"14,10%";4;65,5;6
;;;;;"16 - 17 heures";"26,73%";5;99,3;8
;;;;;"17 - 18 heures";"1,56%";1;29;1
;;;;;"18 - 19 heures";"3,50%";2;32,5;3
;;;;;"19 - 20 heures";"3,77%";1;70;1
;;"19 Octobre 2016";"19/10/2016";"Total";;"100,00%";"--";"--";96
;;;;"Mercredi";"Total";"100,00%";"--";"--";96
;;;;;"9 - 10 heures";"0,77%";1;23,1;2
;;;;;"10 - 11 heures";"4,13%";2;61,6;7
;;;;;"11 - 12 heures";"1,55%";2;23,15;4
;;;;;"12 - 13 heures";"15,02%";6;74,7;14
;;;;;"13 - 14 heures";"14,84%";7;63,26;12
;;;;;"14 - 15 heures";"20,45%";8;76,27;17
;;;;;"15 - 16 heures";"13,04%";7;55,6;9
;;;;;"16 - 17 heures";"20,93%";10;62,44;19
;;;;;"17 - 18 heures";"6,45%";3;64,13;6
;;;;;"18 - 19 heures";"1,43%";3;14,18;3
;;;;;"19 - 20 heures";"1,42%";2;21,25;3
;;;;;"20 - 21 heures";"-0,03%";0;;0
;;"20 Octobre 2016";"20/10/2016";"Total";;"100,00%";"--";"--";128
;;;;"Jeudi";"Total";"100,00%";"--";"--";128
;;;;;"11 - 12 heures";"7,59%";5;64,52;11
;;;;;"12 - 13 heures";"8,00%";7;48,59;13
;;;;;"13 - 14 heures";"21,69%";6;153,63;14
;;;;;"14 - 15 heures";"7,90%";6;55,94;15
;;;;;"15 - 16 heures";"12,58%";11;48,6;20
;;;;;"16 - 17 heures";"6,58%";7;39,93;11
;;;;;"17 - 18 heures";"8,36%";8;44,4;12
;;;;;"18 - 19 heures";"8,80%";6;62,36;13
;;;;;"19 - 20 heures";"9,70%";4;103,1;9
;;;;;"20 - 21 heures";"8,81%";4;93,6;10
;;"21 Octobre 2016";"21/10/2016";"Total";;"100,00%";"--";"--";99
;;;;"Vendredi";"Total";"100,00%";"--";"--";99
;;;;;"10 - 11 heures";"5,80%";4;44,46;8
;;;;;"11 - 12 heures";"6,64%";3;67,87;6
;;;;;"12 - 13 heures";"9,80%";6;50,1;9
;;;;;"13 - 14 heures";"12,39%";7;54,31;15
;;;;;"14 - 15 heures";"9,61%";7;42,11;11
;;;;;"15 - 16 heures";"11,12%";6;56,85;10
;;;;;"16 - 17 heures";"14,00%";7;61,37;12
;;;;;"17 - 18 heures";"17,63%";9;60,07;19
;;;;;"18 - 19 heures";"14,51%";3;148,4;7
;;;;;"19 - 20 heures";"3,62%";2;55,45;3
;;;;;"20 - 21 heures";"-5,12%";0;;-1
;;"22 Octobre 2016";"22/10/2016";"Total";;"100,00%";"--";"--";162
;;;;"Samedi";"Total";"100,00%";"--";"--";162
;;;;;"10 - 11 heures";"5,70%";5;59,47;11
;;;;;"11 - 12 heures";"12,47%";9;72,29;21
;;;;;"12 - 13 heures";"7,01%";7;52,24;11
;;;;;"13 - 14 heures";"17,68%";10;92,29;23
;;;;;"14 - 15 heures";"5,80%";8;37,83;18
;;;;;"15 - 16 heures";"13,85%";15;48,19;22
;;;;;"16 - 17 heures";"7,05%";7;52,54;15
;;;;;"17 - 18 heures";"8,49%";7;63,34;10
;;;;;"18 - 19 heures";"19,34%";10;100,94;24
;;;;;"19 - 20 heures";"2,62%";5;27,34;7
;;"24 Octobre 2016";"24/10/2016";"Total";;"100,00%";"--";"--";127
;;;;"Lundi";"Total";"100,00%";"--";"--";127
;;;;;"10 - 11 heures";"3,67%";1;135;4
;;;;;"11 - 12 heures";"2,71%";2;49,85;5
;;;;;"12 - 13 heures";"3,65%";3;44,85;8
;;;;;"13 - 14 heures";"2,04%";1;75;2
;;;;;"14 - 15 heures";"11,99%";7;63,05;18
;;;;;"15 - 16 heures";"25,33%";14;66,63;29
;;;;;"16 - 17 heures";"27,25%";18;55,75;40
;;;;;"17 - 18 heures";"11,62%";4;106,95;9
;;;;;"18 - 19 heures";"7,33%";4;67,5;7
;;;;;"19 - 20 heures";"4,42%";4;40,68;5
;;"25 Octobre 2016";"25/10/2016";"Total";;"100,00%";"--";"--";115
;;;;"Mardi";"Total";"100,00%";"--";"--";115
;;;;;"10 - 11 heures";"2,72%";3;35,47;5
;;;;;"11 - 12 heures";"8,70%";6;56,81;13
;;;;;"12 - 13 heures";"8,97%";5;70,26;9
;;;;;"13 - 14 heures";"6,41%";4;62,8;9
;;;;;"14 - 15 heures";"6,57%";5;51,45;11
;;;;;"15 - 16 heures";"23,26%";9;101,28;21
;;;;;"16 - 17 heures";"17,38%";9;75,68;22
;;;;;"17 - 18 heures";"7,87%";6;51,41;10
;;;;;"18 - 19 heures";"5,27%";3;68,87;7
;;;;;"19 - 20 heures";"0,17%";1;6,5;1
;;;;;"20 - 21 heures";"12,69%";2;248,55;7
;;"26 Octobre 2016";"26/10/2016";"Total";;"100,00%";"--";"--";87
;;;;"Mercredi";"Total";"100,00%";"--";"--";87
;;;;;"10 - 11 heures";"10,70%";3;112,53;6
;;;;;"11 - 12 heures";"7,99%";5;50,42;7
;;;;;"12 - 13 heures";"0,98%";3;10,33;3
;;;;;"13 - 14 heures";"3,30%";2;52,15;5
;;;;;"14 - 15 heures";"18,08%";10;57,07;19
;;;;;"15 - 16 heures";"9,04%";5;57,08;10
;;;;;"16 - 17 heures";"22,15%";6;116,5;14
;;;;;"17 - 18 heures";"2,84%";3;29,83;4
;;;;;"18 - 19 heures";"9,04%";6;47,53;9
;;;;;"19 - 20 heures";"15,89%";4;125,4;10
;;"27 Octobre 2016";"27/10/2016";"Total";;"100,00%";"--";"--";116
;;;;"Jeudi";"Total";"100,00%";"--";"--";116
;;;;;"10 - 11 heures";"5,73%";2;115,35;9
;;;;;"11 - 12 heures";"2,10%";2;42,3;2
;;;;;"12 - 13 heures";"12,48%";6;83,75;16
;;;;;"13 - 14 heures";"8,47%";5;68,2;8
;;;;;"14 - 15 heures";"7,88%";5;63,45;14
;;;;;"15 - 16 heures";"20,86%";11;76,31;15
;;;;;"16 - 17 heures";"14,41%";10;58;20
;;;;;"17 - 18 heures";"10,72%";8;53,95;14
;;;;;"18 - 19 heures";"10,78%";5;86,76;11
;;;;;"19 - 20 heures";"5,76%";3;77,33;5
;;;;;"20 - 21 heures";"0,80%";1;32;2
;;"28 Octobre 2016";"28/10/2016";"Total";;"100,00%";"--";"--";99
;;;;"Vendredi";"Total";"100,00%";"--";"--";99
;;;;;"10 - 11 heures";"7,21%";3;72,12;6
;;;;;"11 - 12 heures";"11,04%";6;55,21;10
;;;;;"12 - 13 heures";"21,94%";6;109,71;17
;;;;;"13 - 14 heures";"5,77%";5;34,61;8
;;;;;"14 - 15 heures";"14,86%";10;44,58;15
;;;;;"15 - 16 heures";"4,84%";4;36,26;6
;;;;;"16 - 17 heures";"8,97%";6;44,83;6
;;;;;"17 - 18 heures";"17,71%";9;59,02;18
;;;;;"18 - 19 heures";"3,67%";2;55;7
;;;;;"19 - 20 heures";"4,00%";4;29,98;6
;;"29 Octobre 2016";"29/10/2016";"Total";;"100,00%";"--";"--";282
;;;;"Samedi";"Total";"100,00%";"--";"--";282
;;;;;"9 - 10 heures";"3,00%";4;73,88;6
;;;;;"10 - 11 heures";"5,34%";7;75,26;13
;;;;;"11 - 12 heures";"10,09%";11;90,44;26
;;;;;"12 - 13 heures";"6,96%";12;57,16;21
;;;;;"13 - 14 heures";"13,98%";16;86,12;45
;;;;;"14 - 15 heures";"7,41%";7;104,4;19
;;;;;"15 - 16 heures";"14,26%";19;74;38
;;;;;"16 - 17 heures";"17,74%";27;64,75;51
;;;;;"17 - 18 heures";"3,83%";8;47,24;13
;;;;;"18 - 19 heures";"12,20%";16;75,14;32
;;;;;"19 - 20 heures";"5,18%";8;63,84;18
;;"31 Octobre 2016";"31/10/2016";"Total";;"100,00%";"--";"--";165
;;;;"Lundi";"Total";"100,00%";"--";"--";165
;;;;;"10 - 11 heures";"7,21%";7;46,9;12
;;;;;"11 - 12 heures";"11,34%";11;46,95;22
;;;;;"12 - 13 heures";"9,19%";7;59,81;15
;;;;;"13 - 14 heures";"3,40%";5;30,97;6
;;;;;"14 - 15 heures";"14,15%";10;64,47;23
;;;;;"15 - 16 heures";"9,07%";7;59,02;8
;;;;;"16 - 17 heures";"13,89%";10;63,29;24
;;;;;"17 - 18 heures";"8,85%";10;40,31;15
;;;;;"18 - 19 heures";"9,14%";8;52,09;22
;;;;;"19 - 20 heures";"11,51%";5;104,9;15
;;;;;"20 - 21 heures";"2,27%";2;51,7;3
;;"02 Novembre 2016";"02/11/2016";"Total";;"100,00%";"--";"--";78
;;;;"Mercredi";"Total";"100,00%";"--";"--";78
;;;;;"10 - 11 heures";"13,78%";2;241,55;8
;;;;;"11 - 12 heures";"9,46%";5;66,3;9
;;;;;"12 - 13 heures";"8,84%";4;77,45;6
;;;;;"13 - 14 heures";"28,87%";6;168,67;19
;;;;;"14 - 15 heures";"1,94%";1;68;1
;;;;;"15 - 16 heures";"6,45%";4;56,5;7
;;;;;"16 - 17 heures";"10,13%";5;71;8
;;;;;"17 - 18 heures";"11,32%";4;99,25;10
;;;;;"18 - 19 heures";"5,28%";3;61,67;4
;;;;;"19 - 20 heures";"2,52%";3;29,5;4
;;;;;"20 - 21 heures";"1,42%";1;49,8;2
;;"03 Novembre 2016";"03/11/2016";"Total";;"100,00%";"--";"--";67
;;;;"Jeudi";"Total";"100,00%";"--";"--";67
;;;;;"10 - 11 heures";"2,13%";1;55;4
;;;;;"11 - 12 heures";"4,53%";1;117;2
;;;;;"12 - 13 heures";"12,37%";7;45,61;12
;;;;;"13 - 14 heures";"10,65%";1;274,9;4
;;;;;"14 - 15 heures";"18,46%";5;95,28;9
;;;;;"15 - 16 heures";"8,49%";4;54,8;4
;;;;;"16 - 17 heures";"14,64%";6;63;9
;;;;;"17 - 18 heures";"12,27%";4;79,18;7
;;;;;"18 - 19 heures";"9,68%";4;62,48;10
;;;;;"19 - 20 heures";"3,64%";2;47;3
;;;;;"20 - 21 heures";"3,13%";1;80,9;3
;;"04 Novembre 2016";"04/11/2016";"Total";;"100,00%";"--";"--";49
;;;;"Vendredi";"Total";"100,00%";"--";"--";49
;;;;;"10 - 11 heures";"3,54%";1;70;1
;;;;;"12 - 13 heures";"1,06%";1;21;1
;;;;;"13 - 14 heures";"10,47%";4;51,73;6
;;;;;"14 - 15 heures";"28,59%";5;113;11
;;;;;"15 - 16 heures";"22,71%";6;74,82;10
;;;;;"17 - 18 heures";"2,76%";2;27,25;4
;;;;;"18 - 19 heures";"18,22%";3;120;7
;;;;;"19 - 20 heures";"12,65%";4;62,5;9
;;"05 Novembre 2016";"05/11/2016";"Total";;"100,00%";"--";"--";124
;;;;"Samedi";"Total";"100,00%";"--";"--";124
;;;;;"9 - 10 heures";"4,41%";2;109,5;3
;;;;;"10 - 11 heures";"1,79%";2;44,5;3
;;;;;"11 - 12 heures";"10,47%";6;86,58;13
;;;;;"12 - 13 heures";"6,01%";6;49,68;10
;;;;;"14 - 15 heures";"1,89%";4;23,5;7
;;;;;"15 - 16 heures";"9,43%";12;39;17
;;;;;"16 - 17 heures";"10,63%";7;75,41;9
;;;;;"17 - 18 heures";"5,78%";8;35,89;11
;;;;;"18 - 19 heures";"28,60%";10;141,99;35
;;;;;"19 - 20 heures";"13,12%";4;162,85;12
;;;;;"20 - 21 heures";"7,86%";1;390;4
;;"07 Novembre 2016";"07/11/2016";"Total";;"100,00%";"--";"--";55
;;;;"Lundi";"Total";"100,00%";"--";"--";55
;;;;;"9 - 10 heures";"2,25%";1;40,5;2
;;;;;"10 - 11 heures";"6,39%";2;57,5;3
;;;;;"11 - 12 heures";"5,39%";2;48,5;2
;;;;;"12 - 13 heures";"11,68%";3;70,1;6
;;;;;"13 - 14 heures";"10,11%";2;91;4
;;;;;"14 - 15 heures";"21,39%";4;96,25;10
;;;;;"15 - 16 heures";"8,83%";3;53;6
;;;;;"16 - 17 heures";"13,67%";2;123;3
;;;;;"17 - 18 heures";"6,66%";4;29,98;8
;;;;;"18 - 19 heures";"11,44%";2;103;9
;;;;;"19 - 20 heures";"2,19%";1;39,4;2
;;"08 Novembre 2016";"08/11/2016";"Total";;"100,00%";"--";"--";73
;;;;"Mardi";"Total";"100,00%";"--";"--";73
;;;;;"10 - 11 heures";"5,97%";2;84,5;3
;;;;;"11 - 12 heures";"9,04%";2;127,9;5
;;;;;"12 - 13 heures";"12,26%";2;173,5;4
;;;;;"13 - 14 heures";"2,65%";1;75;2
;;;;;"14 - 15 heures";"2,28%";3;21,5;3
;;;;;"15 - 16 heures";"30,16%";11;77,59;22
;;;;;"16 - 17 heures";"17,14%";5;97;13
;;;;;"17 - 18 heures";"11,39%";5;64,48;7
;;;;;"18 - 19 heures";"5,59%";4;39,55;7
;;;;;"19 - 20 heures";"1,38%";1;39;3
;;;;;"20 - 21 heures";"2,13%";1;60,4;4
;;"09 Novembre 2016";"09/11/2016";"Total";;"100,00%";"--";"--";50
;;;;"Mercredi";"Total";"100,00%";"--";"--";50
;;;;;"10 - 11 heures";"31,19%";5;136,24;13
;;;;;"11 - 12 heures";"8,29%";1;181;2
;;;;;"12 - 13 heures";"8,01%";2;87,5;3
;;;;;"13 - 14 heures";"7,88%";1;172;4
;;;;;"14 - 15 heures";"4,53%";1;99;2
;;;;;"15 - 16 heures";"1,03%";1;22,5;1
;;;;;"16 - 17 heures";"28,36%";11;56,3;18
;;;;;"17 - 18 heures";"3,30%";3;24;4
;;;;;"18 - 19 heures";"3,25%";2;35,5;2
;;;;;"19 - 20 heures";"4,17%";1;91;1
;;"10 Novembre 2016";"10/11/2016";"Total";;"100,00%";"--";"--";57
;;;;"Jeudi";"Total";"100,00%";"--";"--";57
;;;;;"10 - 11 heures";"9,01%";1;174;3
;;;;;"11 - 12 heures";"0,77%";1;14,9;1
;;;;;"12 - 13 heures";"4,25%";2;41;2
;;;;;"13 - 14 heures";"2,69%";1;52;1
;;;;;"14 - 15 heures";"18,59%";4;89,73;11
;;;;;"15 - 16 heures";"10,45%";3;67,27;5
;;;;;"16 - 17 heures";"21,39%";6;68,8;14
;;;;;"17 - 18 heures";"2,38%";1;46;1
;;;;;"18 - 19 heures";"29,89%";6;96,15;18
;;;;;"20 - 21 heures";"0,57%";1;11;1
;;"11 Novembre 2016";"11/11/2016";"Total";;"100,00%";"--";"--";82
;;;;"Vendredi";"Total";"100,00%";"--";"--";82
;;;;;"10 - 11 heures";"1,49%";1;39;3
;;;;;"11 - 12 heures";"7,38%";3;64,33;9
;;;;;"12 - 13 heures";"6,88%";2;90;3
;;;;;"13 - 14 heures";"12,49%";5;65,36;12
;;;;;"14 - 15 heures";"3,51%";3;30,63;6
;;;;;"15 - 16 heures";"13,40%";4;87,63;11
;;;;;"16 - 17 heures";"19,20%";6;83,72;13
;;;;;"17 - 18 heures";"18,27%";5;95,6;10
;;;;;"18 - 19 heures";"17,37%";4;113,63;15
;;"12 Novembre 2016";"12/11/2016";"Total";;"100,00%";"--";"--";103
;;;;"Samedi";"Total";"100,00%";"--";"--";103
;;;;;"10 - 11 heures";"2,51%";2;38,4;3
;;;;;"11 - 12 heures";"18,45%";5;112,8;14
;;;;;"12 - 13 heures";"10,01%";5;61,2;11
;;;;;"13 - 14 heures";"4,20%";4;32,13;5
;;;;;"14 - 15 heures";"13,87%";6;70,68;16
;;;;;"15 - 16 heures";"0,36%";1;11;1
;;;;;"16 - 17 heures";"17,78%";7;77,64;17
;;;;;"17 - 18 heures";"17,53%";7;76,57;17
;;;;;"18 - 19 heures";"10,34%";6;52,67;12
;;;;;"19 - 20 heures";"4,96%";5;30,3;7
;;"14 Novembre 2016";"14/11/2016";"Total";;"100,00%";"--";"--";38
;;;;"Lundi";"Total";"100,00%";"--";"--";38
;;;;;"10 - 11 heures";"7,67%";2;54;3
;;;;;"11 - 12 heures";"10,19%";3;47,83;3
;;;;;"13 - 14 heures";"15,96%";3;74,93;7
;;;;;"14 - 15 heures";"19,84%";5;55,88;8
;;;;;"15 - 16 heures";"15,27%";4;53,75;5
;;;;;"16 - 17 heures";"3,54%";2;24,95;4
;;;;;"18 - 19 heures";"7,53%";1;106;2
;;;;;"19 - 20 heures";"20,00%";2;140,85;6
;;"15 Novembre 2016";"15/11/2016";"Total";;"100,00%";"--";"--";22
;;;;"Mardi";"Total";"100,00%";"--";"--";22
;;;;;"10 - 11 heures";"-18,64%";-1;173,1;-4
;;;;;"12 - 13 heures";"20,46%";2;95;3
;;;;;"13 - 14 heures";"6,78%";1;63;1
;;;;;"14 - 15 heures";"16,68%";2;77,45;3
;;;;;"15 - 16 heures";"5,28%";1;49;1
;;;;;"16 - 17 heures";"27,40%";5;50,9;6
;;;;;"17 - 18 heures";"35,63%";6;55,15;9
;;;;;"18 - 19 heures";"1,78%";1;16,5;1
;;;;;"19 - 20 heures";"2,69%";1;25;1
;;;;;"20 - 21 heures";"1,94%";1;18;1
;;"16 Novembre 2016";"16/11/2016";"Total";;"100,00%";"--";"--";46
;;;;"Mercredi";"Total";"100,00%";"--";"--";46
;;;;;"10 - 11 heures";"15,27%";3;77,33;5
;;;;;"11 - 12 heures";"15,30%";3;77,5;9
;;;;;"12 - 13 heures";"2,57%";1;39;1
;;;;;"13 - 14 heures";"12,04%";2;91,5;3
;;;;;"14 - 15 heures";"0,59%";1;9;1
;;;;;"15 - 16 heures";"14,97%";4;56,88;6
;;;;;"16 - 17 heures";"4,21%";3;21,33;4
;;;;;"17 - 18 heures";"7,50%";2;57;3
;;;;;"18 - 19 heures";"13,82%";3;70;5
;;;;;"19 - 20 heures";"5,39%";2;40,95;3
;;;;;"20 - 21 heures";"8,33%";2;63,25;6
;;"17 Novembre 2016";"17/11/2016";"Total";;"100,00%";"--";"--";70
;;;;"Jeudi";"Total";"100,00%";"--";"--";70
;;;;;"10 - 11 heures";"-3,07%";-1;99;-1
;;;;;"11 - 12 heures";"2,17%";1;70;2
;;;;;"12 - 13 heures";"18,29%";3;196,73;7
;;;;;"13 - 14 heures";"4,23%";3;45,5;4
;;;;;"14 - 15 heures";"13,63%";4;109,95;8
;;;;;"15 - 16 heures";"27,91%";10;90,07;23
;;;;;"16 - 17 heures";"10,62%";6;57,15;10
;;;;;"17 - 18 heures";"17,93%";5;115,76;11
;;;;;"18 - 19 heures";"5,26%";4;42,45;5
;;;;;"19 - 20 heures";"3,04%";1;98;1
;;"18 Novembre 2016";"18/11/2016";"Total";;"100,00%";"--";"--";71
;;;;"Vendredi";"Total";"100,00%";"--";"--";71
;;;;;"10 - 11 heures";"11,69%";5;58,6;10
;;;;;"11 - 12 heures";"3,65%";2;45,8;2
;;;;;"12 - 13 heures";"14,47%";6;60,47;11
;;;;;"13 - 14 heures";"10,83%";5;54,3;9
;;;;;"14 - 15 heures";"16,98%";6;70,92;12
;;;;;"15 - 16 heures";"3,27%";2;40,95;3
;;;;;"16 - 17 heures";"6,75%";4;42,33;5
;;;;;"17 - 18 heures";"17,45%";7;62,47;9
;;;;;"18 - 19 heures";"5,72%";5;28,7;6
;;;;;"19 - 20 heures";"1,42%";2;17,85;2
;;;;;"20 - 21 heures";"7,76%";2;97,25;2
;;"19 Novembre 2016";"19/11/2016";"Total";;"100,00%";"--";"--";118
;;;;"Samedi";"Total";"100,00%";"--";"--";118
;;;;;"10 - 11 heures";"6,61%";2;139,25;5
;;;;;"11 - 12 heures";"6,24%";4;65,75;8
;;;;;"12 - 13 heures";"11,99%";7;72,19;15
;;;;;"13 - 14 heures";"5,16%";4;54,38;6
;;;;;"14 - 15 heures";"2,42%";3;33,93;4
;;;;;"15 - 16 heures";"15,26%";11;58,47;15
;;;;;"16 - 17 heures";"10,27%";10;43,28;14
;;;;;"17 - 18 heures";"15,32%";9;71,76;19
;;;;;"18 - 19 heures";"17,20%";9;80,56;17
;;;;;"19 - 20 heures";"9,54%";5;80,41;15
;;"21 Novembre 2016";"21/11/2016";"Total";;"100,00%";"--";"--";83
;;;;"Lundi";"Total";"100,00%";"--";"--";83
;;;;;"10 - 11 heures";"3,57%";3;37,61;6
;;;;;"11 - 12 heures";"0,44%";1;14;1
;;;;;"12 - 13 heures";"3,86%";2;60,9;3
;;;;;"13 - 14 heures";"4,75%";1;150;4
;;;;;"14 - 15 heures";"5,36%";4;42,33;8
;;;;;"15 - 16 heures";"43,46%";12;114,41;31
;;;;;"16 - 17 heures";"26,88%";7;121,31;21
;;;;;"17 - 18 heures";"8,93%";3;94;5
;;;;;"18 - 19 heures";"2,76%";3;29,1;4
;;"22 Novembre 2016";"22/11/2016";"Total";;"100,00%";"--";"--";53
;;;;"Mardi";"Total";"100,00%";"--";"--";53
;;;;;"10 - 11 heures";"15,26%";3;93,37;8
;;;;;"11 - 12 heures";"3,13%";1;57,4;1
;;;;;"12 - 13 heures";"12,96%";1;238;5
;;;;;"13 - 14 heures";"4,40%";3;26,93;4
;;;;;"14 - 15 heures";"23,03%";5;84,56;11
;;;;;"15 - 16 heures";"7,41%";3;45,33;5
;;;;;"16 - 17 heures";"22,78%";6;69,7;11
;;;;;"17 - 18 heures";"3,10%";1;57;1
;;;;;"18 - 19 heures";"5,33%";2;48,95;2
;;;;;"19 - 20 heures";"2,60%";2;23,9;5
;;"23 Novembre 2016";"23/11/2016";"Total";;"100,00%";"--";"--";68
;;;;"Mercredi";"Total";"100,00%";"--";"--";68
;;;;;"10 - 11 heures";"2,24%";2;38,5;3
;;;;;"11 - 12 heures";"3,47%";3;39,67;3
;;;;;"12 - 13 heures";"7,31%";2;125,5;2
;;;;;"13 - 14 heures";"11,29%";5;77,48;10
;;;;;"14 - 15 heures";"14,35%";7;70,36;9
;;;;;"15 - 16 heures";"6,96%";4;59,68;5
;;;;;"16 - 17 heures";"27,08%";6;154,9;14
;;;;;"17 - 18 heures";"10,87%";4;93,25;9
;;;;;"18 - 19 heures";"11,19%";5;76,8;9
;;;;;"19 - 20 heures";"5,24%";2;89,9;4
;;"24 Novembre 2016";"24/11/2016";"Total";;"100,00%";"--";"--";76
;;;;"Jeudi";"Total";"100,00%";"--";"--";76
;;;;;"10 - 11 heures";"20,35%";7;91,07;13
;;;;;"11 - 12 heures";"5,14%";2;80,5;3
;;;;;"12 - 13 heures";"8,90%";4;69,7;7
;;;;;"13 - 14 heures";"15,04%";6;78,52;11
;;;;;"14 - 15 heures";"2,67%";3;27,9;3
;;;;;"15 - 16 heures";"14,14%";8;55,39;10
;;;;;"16 - 17 heures";"23,60%";6;123,22;19
;;;;;"17 - 18 heures";"3,03%";2;47,5;2
;;;;;"18 - 19 heures";"5,62%";3;58,65;5
;;;;;"19 - 20 heures";"1,11%";1;34,8;2
;;;;;"20 - 21 heures";"0,41%";1;13;1
;;"25 Novembre 2016";"25/11/2016";"Total";;"100,00%";"--";"--";119
;;;;"Vendredi";"Total";"100,00%";"--";"--";119
;;;;;"10 - 11 heures";"13,00%";3;215,97;19
;;;;;"11 - 12 heures";"18,76%";13;71,91;19
;;;;;"12 - 13 heures";"7,92%";6;65,73;11
;;;;;"13 - 14 heures";"11,71%";5;116,7;9
;;;;;"14 - 15 heures";"7,91%";5;78,8;9
;;;;;"15 - 16 heures";"15,86%";5;158,08;18
;;;;;"16 - 17 heures";"8,21%";5;81,8;7
;;;;;"17 - 18 heures";"2,61%";3;43,36;4
;;;;;"18 - 19 heures";"6,12%";5;60,96;9
;;;;;"19 - 20 heures";"7,90%";4;98,43;14
;;"26 Novembre 2016";"26/11/2016";"Total";;"100,00%";"--";"--";114
;;;;"Samedi";"Total";"100,00%";"--";"--";114
;;;;;"10 - 11 heures";"9,81%";7;58,66;16
;;;;;"11 - 12 heures";"8,08%";3;112,67;9
;;;;;"12 - 13 heures";"3,56%";4;37,23;5
;;;;;"13 - 14 heures";"4,40%";5;36,8;6
;;;;;"14 - 15 heures";"3,88%";3;54,07;5
;;;;;"15 - 16 heures";"14,35%";11;54,6;20
;;;;;"16 - 17 heures";"12,47%";3;173,93;12
;;;;;"17 - 18 heures";"15,81%";7;94,49;14
;;;;;"18 - 19 heures";"13,05%";5;109,18;9
;;;;;"19 - 20 heures";"14,60%";7;87,24;18
;;"28 Novembre 2016";"28/11/2016";"Total";;"100,00%";"--";"--";52
;;;;"Lundi";"Total";"100,00%";"--";"--";52
;;;;;"10 - 11 heures";"0,00%";0;;0
